video_name,video_class,action_ids,num_clips,clips,train,num_actions
_imYPDQ2dMA,CutGrapeFruit,"[638, 639]",1,"[[0, 2]]",True,2.0
CaEgb2VTbos,CutGrapeFruit,"[637, 638, 639]",1,"[[0, 3]]",True,3.0
Rr2BJ_1l9dM,CutGrapeFruit,"[637, 638, 639]",1,"[[0, 3]]",True,3.0
kOklLIWJrE4,CutGrapeFruit,"[638, 639]",1,"[[0, 2]]",True,2.0
4Gf9DAT9EpA,CutGrapeFruit,"[637, 639]",1,"[[0, 2]]",True,2.0
LBBONYDTcw0,CutGrapeFruit,"[637, 638]",1,"[[0, 2]]",True,2.0
wHfdPPjBRHk,CutGrapeFruit,"[640, 638, 639]",1,"[[0, 3]]",True,3.0
KRWcYsJw7Qg,CutGrapeFruit,"[640, 638, 638, 639]",1,"[[0, 4]]",True,4.0
5ppncLG3WHY,CutGrapeFruit,"[640, 638]",1,"[[0, 2]]",True,2.0
huFjPGrq1Og,CutGrapeFruit,"[638, 638, 639]",1,"[[0, 3]]",True,3.0
ts7O17Lr3B8,CutGrapeFruit,"[638, 639, 637, 640, 638, 639, 639, 637, 638]",3,"[[0, 2], [2, 7], [7, 9]]",True,9.0
G1Yk8ePDt0s,CutGrapeFruit,"[637, 640, 638, 639]",1,"[[0, 4]]",True,4.0
Jb47Qdh3PTQ,CutGrapeFruit,"[637, 638, 638, 638, 639]",1,"[[0, 5]]",True,5.0
Jizp8rnH474,CutGrapeFruit,"[637, 638, 639]",1,"[[0, 3]]",True,3.0
x3mP6poDdbY,CutGrapeFruit,"[640, 639, 638]",1,"[[0, 3]]",True,3.0
cSUmhg1KoC0,CutGrapeFruit,"[637, 638, 639]",1,"[[0, 3]]",True,3.0
yvC4UClH1SM,CutGrapeFruit,"[640, 639, 639]",1,"[[0, 3]]",True,3.0
NFLv0z0DKA4,CutGrapeFruit,"[637, 637, 638, 639]",1,"[[0, 4]]",True,4.0
fS3REUWFByI,CutGrapeFruit,"[637, 638, 639]",1,"[[0, 3]]",True,3.0
h74EU3AKJHM,CutGrapeFruit,"[637, 637, 639]",1,"[[0, 3]]",True,3.0
9Jkz5dwdAqI,CutGrapeFruit,"[640, 639, 639, 638]",1,"[[0, 4]]",True,4.0
ywLzutwASVk,CutGrapeFruit,"[637, 638, 640]",1,"[[0, 3]]",True,3.0
olYlYmmAnfs,CutMango,"[341, 342]",1,"[[0, 2]]",False,2.0
xtZIoQUdHNI,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
mFt1s0XFbOI,CutMango,"[341, 343, 342]",1,"[[0, 3]]",True,3.0
lyS0DjDN9Qw,CutMango,"[341, 342, 342, 343]",1,"[[0, 4]]",True,4.0
I2WZpi5Yz8s,CutMango,"[340, 344, 341, 342, 342, 342]",1,"[[0, 5]]",True,6.0
2yQqVY-CsPk,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
y-drlyDrxGA,CutMango,"[344, 341]",1,"[[0, 2]]",True,2.0
xhtqxi8yV90,CutMango,"[341, 342, 341, 342]",1,"[[0, 4]]",True,4.0
8PF5MYr0CSk,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
LI7RPWTXV1U,CutMango,"[340, 341, 342]",1,"[[0, 3]]",True,3.0
BNAtm16kVkc,CutMango,"[341, 342, 343]",1,"[[0, 3]]",True,3.0
s89VcGNFkWo,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
b84xknGwkF8,CutMango,"[344, 342]",1,"[[0, 2]]",True,2.0
bjhN2o9IToA,CutMango,"[344, 340, 342]",1,"[[0, 3]]",True,3.0
ZsIfUECnc0I,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
mDHSf7LVWJA,CutMango,"[340, 344, 341, 342, 341, 342, 342]",2,"[[0, 4], [4, 7]]",True,7.0
aLgYvMH7Te0,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
HtPwQcGhbj4,CutMango,"[341, 342, 342]",1,"[[0, 3]]",True,3.0
bteSM5pH5H0,CutMango,"[341, 342, 343, 342, 344]",1,"[[0, 5]]",True,5.0
rx5LLlgZwAU,CutMango,"[340, 342]",1,"[[0, 2]]",True,2.0
K3Srmwe9264,CutMango,"[341, 342, 343, 343]",1,"[[0, 4]]",True,4.0
2ovLTZb4nXw,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
jTZ27fN0lFQ,CutMango,"[341, 342, 344, 342]",1,"[[0, 4]]",True,4.0
fuNB9A_Z2qI,CutMango,"[341, 342, 344, 342, 344, 342]",2,"[[0, 4], [4, 6]]",True,6.0
blSofrIVLS0,CutMango,"[341, 342, 342, 341, 341]",2,"[[0, 3], [3, 5]]",True,5.0
mSDQi4jQkLg,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
BB8HRgAFg3k,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
DFw6ay52vSY,CutMango,"[341, 342, 344, 342]",1,"[[0, 4]]",True,4.0
Jsk3I_9Wsuc,CutMango,"[344, 341, 342, 341, 342]",2,"[[0, 3], [3, 5]]",True,5.0
L9XGb-0SiMM,CutMango,"[341, 342, 342]",1,"[[0, 3]]",True,3.0
0JHFaCl9Zb4,CutMango,"[341, 341, 344, 342, 342]",1,"[[0, 5]]",True,5.0
tbz-RbXQQbY,CutMango,"[340, 344, 342]",1,"[[0, 3]]",True,3.0
H5y3QV179Do,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
Obsrh7o-xpk,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
UlkBxqXA2qY,CutMango,"[344, 341, 342]",1,"[[0, 3]]",True,3.0
2aJwvOJ_JDg,CutMango,"[341, 341, 342]",1,"[[0, 3]]",True,3.0
mSssYtUrh_c,CutMango,"[340, 344, 341]",1,"[[0, 3]]",True,3.0
Yb3ywY-sB08,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
-9rjnHEvc70,CutMango,"[340, 344, 341, 342]",1,"[[0, 4]]",False,4.0
fcvXza5fJBM,CutMango,"[340, 341, 342, 342]",1,"[[0, 4]]",False,4.0
FcDPB7wTReg,CutMango,"[341, 344, 342]",1,"[[0, 3]]",False,3.0
vN3vHzCgHkA,CutMango,"[340, 344, 342]",1,"[[0, 3]]",False,3.0
elUwl-OVev0,CutMango,"[341, 342]",1,"[[0, 2]]",False,2.0
NLke9OdHokw,CutMango,"[341, 342]",1,"[[0, 2]]",False,2.0
984RhdTqvTI,CutMango,"[344, 344, 344, 344, 342]",1,"[[0, 5]]",False,5.0
uaabynzqZic,CutMango,"[344, 341, 342]",1,"[[0, 3]]",False,3.0
4PCNwYY6F1E,CutMango,"[341, 342, 343]",1,"[[0, 3]]",True,3.0
zmruEJ2zFow,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
yGZUGmBA8O4,CutMango,"[340, 344, 341]",1,"[[0, 3]]",True,3.0
fsa7OacktMY,CutMango,"[342, 341, 342]",1,"[[0, 3]]",True,3.0
fMprcJJY5dk,CutMango,"[344, 341, 342]",1,"[[0, 3]]",True,3.0
n-boXxOmPqA,CutMango,"[341, 342, 344]",1,"[[0, 3]]",True,3.0
JCZl4ki-8gY,CutMango,"[344, 342]",1,"[[0, 2]]",True,2.0
-R6zVQR-Npk,CutMango,"[340, 343, 342]",1,"[[0, 3]]",True,3.0
VseePLVnvbU,CutMango,"[341, 342, 342]",1,"[[0, 3]]",True,3.0
J9rAe-T5iak,CutMango,"[341, 343, 342, 341, 342]",2,"[[0, 3], [3, 5]]",True,5.0
hcEN2t3tPhk,CutMango,"[341, 342, 344, 341, 344, 341, 344, 342]",3,"[[0, 2], [2, 4], [4, 8]]",True,8.0
E8x5I9evcCE,CutMango,"[341, 342, 344]",1,"[[0, 3]]",True,3.0
3tGLs-jURcA,CutMango,"[341, 342, 343, 342, 342]",1,"[[0, 5]]",True,5.0
wkGjR7WQ46E,CutMango,"[344, 342]",1,"[[0, 2]]",True,2.0
3e7zAPqYaNE,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
Rxmd-qM_kN0,CutMango,"[341, 342, 343, 342, 341]",1,"[[0, 4]]",True,5.0
e-bZp7rg5JQ,CutMango,"[342, 344, 344, 342]",1,"[[0, 4]]",True,4.0
KBbeGO5qRpE,CutMango,"[344, 342, 341]",1,"[[0, 3]]",True,3.0
hhNPeoQSyWo,CutMango,"[341, 343, 343, 342]",1,"[[0, 4]]",True,4.0
0OsP1icacOY,CutMango,"[341, 343, 342, 343]",1,"[[0, 4]]",True,4.0
YDDRKOaZwlo,CutMango,"[344, 342]",1,"[[0, 2]]",True,2.0
3C4nSEUE16k,CutMango,"[341, 342, 343, 341, 342, 343]",2,"[[0, 3], [3, 6]]",True,6.0
jyGK1_JtGEM,CutMango,"[341, 343, 342]",1,"[[0, 3]]",True,3.0
Yfst6i8r5v0,CutMango,"[341, 343, 341, 342]",2,"[[0, 2], [2, 4]]",True,4.0
Uj_JzLCYY2Y,CutMango,"[341, 342, 341, 342, 344, 341]",2,"[[0, 2], [2, 6]]",True,6.0
qd7onfkw1iU,CutMango,"[341, 341, 342]",1,"[[0, 3]]",True,3.0
oOQ2fVYeu6Y,CutMango,"[341, 342, 343, 342, 343]",1,"[[0, 5]]",True,5.0
aAwSH0yfPAI,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
0xybXrdeSTk,CutMango,"[340, 341, 340, 341, 342]",2,"[[0, 2], [2, 5]]",True,5.0
BvK7lGichF8,CutMango,"[341, 342]",1,"[[0, 2]]",True,2.0
fzWn16M-5gk,DoLinoPrinting,"[443, 447, 447, 443, 446, 447]",2,"[[0, 3], [3, 6]]",True,6.0
4gz6v-CbrE8,DoLinoPrinting,"[443, 446, 447]",1,"[[0, 3]]",True,3.0
87wsjG-w9Ik,DoLinoPrinting,"[441, 442]",1,"[[0, 2]]",True,2.0
Un2DUWn3FLE,DoLinoPrinting,"[441, 441, 443, 446, 446, 447, 446, 447]",2,"[[0, 5], [5, 8]]",True,8.0
JFojMoSiI4Q,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",True,2.0
7c9Hyzp4Bpw,DoLinoPrinting,"[441, 443, 446, 447]",1,"[[0, 4]]",True,4.0
a-L4gTmX8JQ,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",True,2.0
MrFqc4XFT_4,DoLinoPrinting,"[443, 446, 447]",1,"[[0, 3]]",True,3.0
ErhvSbJZ6mg,DoLinoPrinting,"[441, 446, 443, 446, 447, 447]",1,"[[0, 5]]",True,6.0
MoXsr4c9CeA,DoLinoPrinting,"[443, 445, 446, 447]",1,"[[0, 4]]",True,4.0
il_HXrnrZG8,DoLinoPrinting,"[442, 442, 441]",1,"[[0, 3]]",True,3.0
WGuwhJzcvSg,DoLinoPrinting,"[443, 446, 447]",1,"[[0, 3]]",True,3.0
y5YlwDog7Os,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",True,2.0
Z7L4WpIX5-k,DoLinoPrinting,"[443, 446, 447]",1,"[[0, 3]]",True,3.0
Sssu0Ilwel4,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",True,2.0
v9cjwhClNAs,DoLinoPrinting,"[447, 446, 447]",1,"[[0, 3]]",True,3.0
Y_a9_rUNsk0,DoLinoPrinting,"[445, 446, 447, 447]",1,"[[0, 4]]",True,4.0
wIiYez21CSE,DoLinoPrinting,"[443, 443, 446, 447]",1,"[[0, 4]]",True,4.0
5bwPG_yAVrQ,DoLinoPrinting,"[441, 443, 446, 447]",1,"[[0, 4]]",True,4.0
nwMvcnJmmx4,DoLinoPrinting,"[443, 446, 447]",1,"[[0, 3]]",True,3.0
0sZwzBcjvtE,DoLinoPrinting,"[441, 443, 446, 447, 447, 447]",1,"[[0, 5]]",True,6.0
mT12R-x7uco,DoLinoPrinting,"[441, 442, 443, 446, 447, 446, 447]",2,"[[0, 5], [5, 7]]",True,7.0
kZ5AXHXTVA8,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",True,2.0
2cCpfTOGp6w,DoLinoPrinting,"[441, 446, 447]",1,"[[0, 3]]",True,3.0
7blovu8RDkI,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",True,2.0
V8QHKqamgFw,DoLinoPrinting,"[446, 447, 446, 447]",1,"[[0, 4]]",True,4.0
gTAnovoj4Ec,DoLinoPrinting,"[441, 442, 443, 444, 446, 447]",1,"[[0, 5]]",True,6.0
X7OczubwBCo,DoLinoPrinting,"[441, 443, 443, 446, 447]",1,"[[0, 5]]",True,5.0
MAKJU94X7Cc,DoLinoPrinting,"[443, 446, 447]",1,"[[0, 3]]",True,3.0
vBcZzLzaNY0,DoLinoPrinting,"[443, 441, 442, 443, 446, 447]",1,"[[0, 5]]",True,6.0
SnO1EkYEJSw,DoLinoPrinting,"[441, 441, 443, 446, 443, 447, 447, 447, 446, 443]",3,"[[0, 5], [5, 7], [7, 10]]",True,10.0
iG34IOlAnUI,DoLinoPrinting,"[446, 446, 447]",1,"[[0, 3]]",True,3.0
Vq6huWi8wXg,DoLinoPrinting,"[441, 443, 446, 447]",1,"[[0, 4]]",True,4.0
peWTQPjY4jk,DoLinoPrinting,"[446, 447, 446, 447]",1,"[[0, 4]]",True,4.0
5jozYgxtUMM,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",True,2.0
5VfO_OvCdi8,DoLinoPrinting,"[446, 447, 443, 447]",2,"[[0, 2], [2, 4]]",True,4.0
-9YRqcF6fdQ,DoLinoPrinting,"[441, 443, 447, 447, 446, 447, 446, 447]",2,"[[0, 5], [5, 8]]",True,8.0
x_llOQFMjAY,DoLinoPrinting,"[443, 443, 446, 447, 446, 447, 446, 447]",3,"[[0, 4], [4, 6], [6, 8]]",True,8.0
_p8DPB3VJaQ,DoLinoPrinting,"[441, 442, 443, 443, 446, 447, 447]",2,"[[0, 5], [5, 7]]",True,7.0
LUmIdf2L6f8,DoLinoPrinting,"[443, 446, 447]",1,"[[0, 3]]",True,3.0
NsLipohdQVY,DoLinoPrinting,"[446, 443, 446, 446, 447]",1,"[[0, 5]]",True,5.0
lX9-Uipg3Fs,DoLinoPrinting,"[441, 442, 443, 444, 447, 446, 447]",2,"[[0, 5], [5, 7]]",True,7.0
vjcgzQNExv0,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",True,2.0
kE3Uuhylur0,DoLinoPrinting,"[441, 441, 442, 443, 446, 447]",1,"[[0, 5]]",True,6.0
BUPogpKStOI,DoLinoPrinting,"[443, 446, 447]",1,"[[0, 3]]",False,3.0
2wUTz8uLYVk,DoLinoPrinting,"[443, 443, 447, 447]",1,"[[0, 4]]",True,4.0
bKlFZ2q8Kwk,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",True,2.0
xSXmTNOc0GQ,DoLinoPrinting,"[446, 447, 446, 447, 446, 447, 446, 447]",4,"[[0, 2], [2, 4], [4, 6], [6, 8]]",True,8.0
cwsH6LpAfcI,DoLinoPrinting,"[444, 442, 443, 446, 447, 447]",1,"[[0, 5]]",True,6.0
8yjkGO1kOZY,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",False,2.0
StCVhG-TNUU,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",False,2.0
wy9NDFFx9YU,DoLinoPrinting,"[443, 446, 447]",1,"[[0, 3]]",True,3.0
M1FO3jfgrSY,DoLinoPrinting,"[443, 441, 443, 446, 447, 446, 447]",2,"[[0, 5], [5, 7]]",True,7.0
mkoP-TisKFE,DoLinoPrinting,"[446, 447, 447, 447, 447]",1,"[[0, 5]]",False,5.0
1bUesL4MDas,DoLinoPrinting,"[441, 443, 446, 447]",1,"[[0, 4]]",False,4.0
69i0mES2UTQ,DoLinoPrinting,"[441, 441, 443, 446, 447]",1,"[[0, 5]]",False,5.0
Suqq3YdIt8k,DoLinoPrinting,"[443, 446, 447, 447]",1,"[[0, 4]]",False,4.0
9gcE0beeyRQ,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",False,2.0
6bgLZnwL0VQ,DoLinoPrinting,"[441, 442, 442, 441]",1,"[[0, 4]]",False,4.0
NrIQLUMdUH0,DoLinoPrinting,"[441, 443, 443]",1,"[[0, 3]]",False,3.0
iw-7wEXSciI,DoLinoPrinting,"[441, 443, 446, 447, 447]",1,"[[0, 5]]",False,5.0
z0pemXolcfc,DoLinoPrinting,"[442, 443, 446, 447]",1,"[[0, 4]]",False,4.0
Wd3ihpZqOck,DoLinoPrinting,"[441, 442, 443, 446, 447]",1,"[[0, 5]]",True,5.0
AHzN73xQ83Q,DoLinoPrinting,"[443, 446, 447]",1,"[[0, 3]]",True,3.0
EawgVwshjJ0,DoLinoPrinting,"[443, 447]",1,"[[0, 2]]",True,2.0
EESP5YCZlEc,DoLinoPrinting,"[447, 443, 447]",1,"[[0, 3]]",True,3.0
lKwvVZY8PRM,DoLinoPrinting,"[443, 444, 446, 447]",1,"[[0, 4]]",True,4.0
iJlbOAxKJIs,DoLinoPrinting,"[441, 447, 447, 443, 446, 447]",1,"[[0, 5]]",True,6.0
fSwka0w94WU,DoLinoPrinting,"[446, 447, 446, 447, 447, 447, 447]",2,"[[0, 2], [2, 7]]",True,7.0
pXWGi4ptxvI,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",True,2.0
DSyflWL6nSw,DoLinoPrinting,"[441, 444, 441, 441, 443, 446, 447, 447]",2,"[[0, 5], [5, 8]]",True,8.0
bUsOSF6v_xc,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",True,2.0
E3jXvJ_thKA,DoLinoPrinting,"[446, 447, 446, 447]",2,"[[0, 2], [2, 4]]",True,4.0
bb3BJw4ucG8,DoLinoPrinting,"[441, 441, 441, 443, 446, 447]",1,"[[0, 5]]",True,6.0
fwijEq90zzE,DoLinoPrinting,"[441, 443, 446, 447, 446, 447, 446, 447, 443, 446, 447]",3,"[[0, 5], [6, 8], [8, 11]]",True,11.0
bpCqWbwMA7I,DoLinoPrinting,"[446, 447]",1,"[[0, 2]]",True,2.0
IkSZA2qM33w,DoLinoPrinting,"[443, 446, 447]",1,"[[0, 3]]",True,3.0
3RUsR3cXRos,DoLinoPrinting,"[445, 446, 446, 447, 446, 447]",1,"[[0, 5]]",True,6.0
KK3STZtAmmM,DoLinoPrinting,"[443, 447, 443, 443, 447]",1,"[[0, 5]]",True,5.0
T2tHjj0WRv0,DoLinoPrinting,"[441, 443, 446, 443, 443, 443, 443, 443, 443, 446, 446, 447]",3,"[[0, 5], [5, 10], [10, 12]]",True,12.0
Q4FQd4f8YIo,DoLinoPrinting,"[443, 446, 447, 446, 447]",1,"[[0, 5]]",True,5.0
w8SVePiWoQk,DoLinoPrinting,"[441, 443, 446, 447, 446, 447, 446]",2,"[[0, 5], [5, 7]]",True,7.0
83mnRjqMhBA,DoLinoPrinting,"[443, 446, 447]",1,"[[0, 3]]",True,3.0
qQQXyFIgENc,DoLinoPrinting,"[443, 446]",1,"[[0, 2]]",True,2.0
8OW46GVtRwM,DoLinoPrinting,"[441, 442, 443, 446, 447]",1,"[[0, 5]]",True,5.0
TKlsXDuIaZs,DoLinoPrinting,"[442, 446, 447, 446, 447]",1,"[[0, 5]]",True,5.0
EUOXGuJtqR0,DoLinoPrinting,"[446, 446, 447, 447, 447]",1,"[[0, 5]]",True,5.0
nfUG1assDi8,DoLinoPrinting,"[446, 443]",1,"[[0, 2]]",True,2.0
xIO7_iDjDBs,DoLinoPrinting,"[441, 442, 443, 446, 447]",1,"[[0, 5]]",True,5.0
ALRY17ytL74,DoLinoPrinting,"[441, 446, 447]",1,"[[0, 3]]",True,3.0
BNXqv8lvGqU,DrawBlood,"[678, 679]",1,"[[0, 2]]",False,2.0
lhBWtBByBQY,DrawBlood,"[676, 677, 678, 679]",1,"[[0, 4]]",True,4.0
CI63ist9-6c,DrawBlood,"[677, 678, 679]",1,"[[0, 3]]",True,3.0
NQRlx4Wb18E,DrawBlood,"[676, 677, 678, 679]",1,"[[0, 4]]",True,4.0
4GWNndt0enE,DrawBlood,"[676, 677, 678, 679]",1,"[[0, 4]]",True,4.0
5fr0cicJPNg,DrawBlood,"[677, 678, 679]",1,"[[0, 3]]",True,3.0
HOy7Jr1TbKo,DrawBlood,"[678, 679]",1,"[[0, 2]]",True,2.0
SEH-G1Ywekw,DrawBlood,"[677, 676, 678]",1,"[[0, 3]]",True,3.0
eP98ECOqQLA,DrawBlood,"[677, 678, 679]",1,"[[0, 3]]",True,3.0
D9o32VvA-20,DrawBlood,"[676, 679]",1,"[[0, 2]]",True,2.0
e58lLJ-2gBI,DrawBlood,"[676, 677, 678, 679]",1,"[[0, 4]]",True,4.0
Hr4leqgx5TI,DrawBlood,"[676, 678, 679]",1,"[[0, 3]]",True,3.0
0mW1YBANAJg,DrawBlood,"[676, 678, 679]",1,"[[0, 3]]",True,3.0
5-JloEgUytk,DrawBlood,"[677, 678, 679]",1,"[[0, 3]]",True,3.0
PEx75g-WMyU,DrawBlood,"[678, 679]",1,"[[0, 2]]",True,2.0
f2JL7Tp_NZk,DrawBlood,"[676, 678, 679]",1,"[[0, 3]]",True,3.0
KkgOApK9H5g,DrawBlood,"[678, 679]",1,"[[0, 2]]",True,2.0
3RuiHdYRHQo,DrawBlood,"[676, 678, 679]",1,"[[0, 3]]",True,3.0
Jqo9iKKV_Eo,DrawBlood,"[678, 679]",1,"[[0, 2]]",True,2.0
KWj6I2zUeuk,DrawBlood,"[677, 678, 679]",1,"[[0, 3]]",True,3.0
INes_0nYH58,DrawBlood,"[676, 677, 678, 679]",1,"[[0, 4]]",True,4.0
hz-q9z0c8D8,DrawBlood,"[678, 679]",1,"[[0, 2]]",True,2.0
uIj9T6xTLUQ,DrawBlood,"[676, 678, 679]",1,"[[0, 3]]",True,3.0
85epLnOqzCg,DrawBlood,"[677, 676, 678]",1,"[[0, 3]]",False,3.0
IpdTeGPruFA,DrawBlood,"[676, 677, 678, 679]",1,"[[0, 4]]",False,4.0
kQzXNv3-3ik,DrawBlood,"[677, 678, 679]",1,"[[0, 3]]",False,3.0
f6yrijNcdEQ,DrawBlood,"[677, 678, 679]",1,"[[0, 3]]",False,3.0
OvpdYRbtQzE,DrawBlood,"[676, 678, 679]",1,"[[0, 3]]",True,3.0
cq2xmy1-aJc,DrawBlood,"[678, 679]",1,"[[0, 2]]",True,2.0
MieKJa5YJd4,DrawBlood,"[678, 677, 678]",1,"[[0, 3]]",True,3.0
SZhEwQQEOIQ,DrawBlood,"[676, 678, 678, 678, 678, 679]",1,"[[0, 5]]",True,6.0
L3VKY-ldV2g,DrawBlood,"[677, 678, 679]",1,"[[0, 3]]",True,3.0
BcJDrs2-haA,DrawBlood,"[678, 679]",1,"[[0, 2]]",True,2.0
CiR5rNSvFBQ,DrawBlood,"[678, 679]",1,"[[0, 2]]",True,2.0
W1TGAer5z0g,DrawBlood,"[676, 678, 679]",1,"[[0, 3]]",True,3.0
b5ZtZ4nimfI,DrawBlood,"[678, 679]",1,"[[0, 2]]",True,2.0
4c3hjwac5pg,DrawBlood,"[678, 679]",1,"[[0, 2]]",True,2.0
5avRF58f2Ck,DrawBlood,"[678, 679]",1,"[[0, 2]]",True,2.0
-287EWnKCKk,DrawBlood,"[677, 678, 679]",1,"[[0, 3]]",True,3.0
qOfkYn2vTmE,DrawBlood,"[676, 677, 678]",1,"[[0, 3]]",True,3.0
5d7Imdk71Nc,DrawBlood,"[676, 678, 679]",1,"[[0, 3]]",True,3.0
dGsgT2uC668,DrawBlood,"[677, 678, 679]",1,"[[0, 3]]",True,3.0
rXNipIAWdBk,DrawBlood,"[676, 677, 678, 679]",1,"[[0, 4]]",True,4.0
vOufXE9tgOQ,DrillHole,"[408, 409]",1,"[[0, 2]]",False,2.0
ALmn5uIlnSU,DrillHole,"[408, 409]",1,"[[0, 2]]",True,2.0
zkKnUzdddEY,DrillHole,"[409, 408]",1,"[[0, 2]]",True,2.0
yLwgU7QRXHo,DrillHole,"[408, 409]",1,"[[0, 2]]",True,2.0
xAKQYt870r0,DrillHole,"[407, 409, 408, 409]",1,"[[0, 4]]",True,4.0
kdGo1ULpUuE,DrillHole,"[408, 409]",1,"[[0, 2]]",True,2.0
EG3D6LtAm6s,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
HULRq_cygHw,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
JBxTtd6HOVU,DrillHole,"[407, 408]",1,"[[0, 2]]",True,2.0
W5QVDU9HpuU,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
cjwtcDKTQM8,DrillHole,"[408, 409]",1,"[[0, 2]]",True,2.0
uwulUchnI_8,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
idzmAAtDchI,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
bFWvVzlGF4Y,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
rhnsrFWEAbY,DrillHole,"[408, 409]",1,"[[0, 2]]",True,2.0
IUEH3lf-quU,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
fad8jR_2hIk,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
r4VjP5PX1I8,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
LyliJOxjUig,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
vZ58uj6RwSQ,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
uOY8JRRzkkA,DrillHole,"[408, 409]",1,"[[0, 2]]",True,2.0
ABIUnStC1G0,DrillHole,"[407, 408, 409]",1,"[[0, 3]]",True,3.0
2_vg7H7vxzI,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
vm9czwnXkas,DrillHole,"[408, 409]",1,"[[0, 2]]",False,2.0
_ISs8b_XgoY,DrillHole,"[407, 409]",1,"[[0, 2]]",False,2.0
p7HqHEaT7g0,DrillHole,"[407, 409]",1,"[[0, 2]]",False,2.0
E7a2uwCwg7Y,DrillHole,"[407, 409]",1,"[[0, 2]]",False,2.0
F5GKZ2hoc68,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
aMO3WtnOBvg,DrillHole,"[407, 408, 409, 409]",1,"[[0, 4]]",True,4.0
1jkA5Zr6NNs,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
x_J-gdSXLgA,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
P8D-2LFkRls,DrillHole,"[408, 409]",1,"[[0, 2]]",True,2.0
HAjQnCz-pac,DrillHole,"[408, 409]",1,"[[0, 2]]",True,2.0
AhM6GQBJfas,DrillHole,"[408, 409]",1,"[[0, 2]]",True,2.0
yRM7OL42PxU,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
hdvs80rywi4,DrillHole,"[408, 409]",1,"[[0, 2]]",True,2.0
0JAZtQ1SQl8,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
iqPh4zO2tcA,DrillHole,"[408, 409]",1,"[[0, 2]]",True,2.0
v7UhOHgKRis,DrillHole,"[408, 409, 408, 409]",1,"[[0, 4]]",True,4.0
gMt-9mKQSjs,DrillHole,"[408, 409, 409]",1,"[[0, 3]]",True,3.0
FV_CMwWV7qY,DrillHole,"[407, 409]",1,"[[0, 2]]",True,2.0
a443v2Wcv6w,DrillHole,"[408, 409]",1,"[[0, 2]]",True,2.0
LYfUb8x9Ksg,FixLaptopScreenScratches,"[34, 35, 36]",1,"[[0, 3]]",False,3.0
oFEwWejSm7g,FixLaptopScreenScratches,"[34, 35, 34, 35, 36]",1,"[[0, 5]]",True,5.0
O5OsJm5-jtQ,FixLaptopScreenScratches,"[34, 35, 36]",1,"[[0, 3]]",True,3.0
mchm7jFTZwE,FixLaptopScreenScratches,"[34, 35, 36, 36]",1,"[[0, 4]]",True,4.0
